text,label_text,language,source,label
خانه ظلم ویران 🖤,hateful,fa,phicad,2
@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them,hateful,en,hate_speech_offensive,2
"RT @WallStWatkins: To get with a hoe, you just need to be cute, have muscles, dress your ass off (swag), or talk a good game.",sensitive,en,hate_speech_offensive,1
قسمت بعدیش چیشد دیگ پخش نمیشه 😮,safe,fa,phicad,0
"اونی ک الان تو اخبار گفتی اگ میخواین پرچم اتیش بزنین اول بیاین منو اتیش بزنین اگه خایشو داری بیا خودم اتیشت میزنم
#مهسا_امینی 
#MahsaAmini 
#اشنویه",sensitive,fa,phate,1
"هیچوقت فکر نمی‌کردم تا این حد از بازیکنان پرسپولیس خوشم بیاد، مثل:
علی کریمی
یحیی
علی دایی
مادر مهدی ترابی
خواهر وحید امیری
زن علیرضا بیرانوند.

#مهسا_ایمنی 
#کیان_پیرفلک 
#زن_زندگی_آزادی",sensitive,fa,phate,1
بسیار عالی انشالا هفته جدید نظرشان تغییر نکند,safe,fa,phicad,0
کیر تو تیم ملی انقدر توییت نزنین زاجع به این بی ناموسا #مجیدرضا_رهنورد و توییت کنید share کنید به انگلیسی فارسی به هر زبانی که بلدید توییت بزنید میخوان فردا تو محله خودش اعدامش کنید,sensitive,fa,phate,1
I hope you realize that your both retarded,sensitive,en,hate_speech_offensive,1
چه سینه هایی ماشالله 😍,sensitive,fa,phicad,1
"دور از جونت اگه الان بمیری چی تو دنیا باعث میشه که راحت جون نَکَنی؟!

-خونواده؟!
-حساب های بانکیت؟!
موقعیت اجتماعیت؟!",safe,fa,phate,0
کی میاد کوییزبزنیم 🤗 🤗,safe,fa,phicad,0
ضد گلوله زیرشه؟ 😁,sensitive,fa,phicad,1
@USER حاجی باهاشون بازی کن کشتی بگیر تو کشتی یجاشونو بزن بگا برن گریه کردن بگو بازی اشکنک داره ننه بابا هم میفهمه قضیه چیه میگه بشین همین‌جا من چند بار امتحان کردم جوابه,sensitive,fa,pars_off,1
کریه دیو صفت,hateful,fa,phicad,2
"Omg he's at it again. He's the most pathetic, spineless, no balls having piece of trash on twitter I've ever seen. Let me go throw up, blah.",sensitive,en,hate_speech_offensive,1
"علیرضا دبیر کصکش
 #IRGCisTERRORIST",sensitive,fa,phate,1
@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,hateful,en,hate_speech_offensive,2
درود به شرفتشیر دالکت حلالت بو برا گم,safe,fa,phicad,0
لطفا نزارید جوونامونو اعدام کننمهسا امینی,safe,fa,phicad,0
Sonnen is a faggot,hateful,en,hate_speech_offensive,2
@USER کونکش؟؟؟ کرونات خوب شد!؟ پفیوز,hateful,fa,pars_off,2
People who grow their own vegetables are nothing but common peasant trash.,hateful,en,hate_speech_offensive,2
"It's funny how these swaggot white boys wanna act like they're Ballin till it comes time to tip.
Sad ass crackers.",sensitive,en,hate_speech_offensive,1
"- کرونا واسه کشور خطرناک تره یا زیباکلام؟
+ قطعا زیباکلام احمقِ دشمن پرست

#منشن
#ریتوییت",sensitive,fa,phate,1
کیر ترابی تو کون مهدی شیری 😍😍😍😍😍😍,sensitive,fa,phate,1
پیجتو ببند این مسخره بازیارم بزار‌کنار,hateful,fa,phicad,2
Niggah niggah niggah don't believe me just wacthh...,hateful,en,hate_speech_offensive,2
RT @NateThaAlmighty: niggas talk more than bitches these days.,hateful,en,hate_speech_offensive,2
مثل همیشه بدرخشین اقای جوان و نگار جون 😍,safe,fa,phicad,0
"Im a rich niggaaaaa, i need a rich bitch.",sensitive,en,hate_speech_offensive,1
دمت گرم پویا 👏,safe,fa,phicad,0
Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,sensitive,en,hate_speech_offensive,1
@passIt2Liv Hit a bitch it's not like you can see the bruises,hateful,en,hate_speech_offensive,2
من میگم اون قسمت که کتک خوردی رو پست کن جذابتره,hateful,fa,phicad,2
بیماری خودت چیه اون و بگو بیشرف,hateful,fa,phicad,2
@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,hateful,en,hate_speech_offensive,2
@BeattyJustin @KYOppCoalition Obama's bitch!,sensitive,en,hate_speech_offensive,1
Females be damn near naked wondering why niccas jus wanna fuk lol,sensitive,en,hate_speech_offensive,1
ابهت رهبر رفت در قعر چاه توالت,hateful,fa,phicad,2
هنوز مونده برخورد کنید بی شرف بی غیرت,hateful,fa,phicad,2
آموزش زن-ستیزی. _اینقدر عصبانیم که بهتره چیزی ننویسم چون جز فحش چیزی به ذهنم نمیرسه. @URL,sensitive,fa,pars_off,1
"علیرضا دبیر با بی کفایتی کرسی ایران در فیلا رو به باد میده و با کینه توزی و سیاسی بازی آبروی کشتی رو میبره.
 فدراسیون وزنه برداری با تحرکاتی عجیب وزنه برداری رو به کما میبره.
مدیران والیبال و بسکتبال با گرای بیرونی پرافتخارهای خودشون رو میزنن.
مدیران سلطانیفر همچنان در حال خدمت..",sensitive,fa,phate,1
Fine ass fat bitch... #TwitterLurking,sensitive,en,hate_speech_offensive,1
RT @USER: هیچ وقت این خبرها برایم عادی نمی-شود، می-ریزم پایین_مگر می-شود این همه قساوت و وحشی-گری @URL,sensitive,fa,pars_off,1
سینه داره که 😮 😮 جفتیت,sensitive,fa,phicad,1
۸۳’ ضربه محمد قاضی نزدیک بود به گل مساوی پیکان تبدیل بشه که رادوشوویچ با هوشیاری توپ را جمع کرد. #پرسپوليس,safe,fa,pars_off,0
"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",safe,en,hate_speech_offensive,0
"RT @mindofamadd: &#8220;@MelilliTay: If you call my mom a bitch, your getting knocked out.&#8221;on mamas &#128076;",sensitive,en,hate_speech_offensive,1
RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO,hateful,en,hate_speech_offensive,2
@USER نوعا مسائلی که جنبه ملی دارند پیچیده اند,safe,fa,pars_off,0
من باورم نمیشه اسنپ برای دختر سرزمینم مهسا امینی استوری گذاشته باشه اسنپ ممنونم 🖤 🖤 امروز نه به خاطر اربعین به خاطر دختر سرزمینم فعالیت نمیکنم 🖤 🖤,safe,fa,phicad,0
اوایل خوب بود اما یاس خیلی خیلی ضعیف شده,hateful,fa,phicad,2
توالت از قیافه تتلو بهتر است ,hateful,fa,phicad,2
تبریزیم,safe,fa,phicad,0
مهسا امینی مینی,safe,fa,phicad,0
"اگر اتحاد داشته باشید ؛ این صحنه ها ( پیروزی مردم ) زیاد خلق میشود.
#اعتراضات_سراسری 
#اعتصاب_سراسری 
#IranProtests 
فقط باید متوجه حرکات افراد کثیفی مثل افشاری و خلجی و شعله سعدی و موسویان و علیزاده و غالبی که رهبر همه شان خامنه ای است باشیم. https://t.co/pseOr7ekhy",hateful,fa,phate,2
Alabama won tho. So roll tide bitch,sensitive,en,hate_speech_offensive,1
RT @_shorrtstop: If you still put your pride in front of your feelings .. Then yes bitch your still childish,sensitive,en,hate_speech_offensive,1
پلنگ گوزوی شماره 😂,hateful,fa,phicad,2
"We just chasing O's round here. We ain't chasing hoes round here 
&#128176;&#128181;. &#127939;&#128168; &#128581;",sensitive,en,hate_speech_offensive,1
@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag,hateful,en,hate_speech_offensive,2
@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit,hateful,en,hate_speech_offensive,2
"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",hateful,en,hate_speech_offensive,2
🔥 🔥 ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ درود به غیرت وشرفت ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️,safe,fa,phicad,0
چربی‌های شکمت درد نگرفت؟؟,hateful,fa,phicad,2
واای عالی بود من بعد از دو سال از ته دل خندیدم 😍 😂,safe,fa,phicad,0
بلوچ عزت مرزداری,safe,fa,phicad,0
یادش بخیر چرا این فیلما ساخته نمیشه,safe,fa,phicad,0
Grow up &#8220;@jcastrosieira: RT&#8220;@CirocBwoy_: just because a nigga has hoes doesn't mean he doesn't love you&#8221; http://t.co/kkdH6DtlFL&#8221;,sensitive,en,hate_speech_offensive,1
درود ب شرف شما 👏 👏,safe,fa,phicad,0
RT @SenorSteez This whole week was trash,safe,en,hate_speech_offensive,0
💖 👑,safe,fa,phicad,0
"از صبح نشستم تو خونه سفارشم رو بیاره مامور ارسال 
ناومد ناومد وایساده من اومدم بیرون دنبال کارام زنگ زده خونه نیستید ؟ 
تو که اینطوری می کنی منم میگم فردا بیار مریض",sensitive,fa,phate,1
"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",hateful,en,hate_speech_offensive,2
هواداری یائسه و نوجوون کینگ فکر میکنن طرفدارای استقلال همه یه مشت نوجوون عشق کتونی سفیدن نمیدونن اگر مجیدی برینه و جام نگیره یه مشت سیبیل کلفت میریزن در باشگاه و پوست از کون آجورلو و مجیدی جوری میکنن که طرف با کون لخت تا قطر فرار کنه,sensitive,fa,phate,1
کت هاتو ببند بچه کوچه ای,hateful,fa,phicad,2
کی دوس داره پاهاشو ببوسم ❤️,sensitive,fa,phicad,1
تو اصلا مگه تا باحال مسابقه دادی که ضربه خورده باشی تا فرصت داری تغییر جنسیت بده,sensitive,fa,phicad,1
"بی ارزش ها دو باشگاه رو ارزش گذاری کردن

چارتا کارشناس بی سواد و کج فهم نشستن دور هم گفتند بیاین دو باشگاه رو قیمت گذاری کنیم.
استقلال چه از لحاظ قدمت چه افتخار چه پر هواداران تر بودن و چه از نظر قهرمانی آسیا همه جوره از لنگ بالاتره.

#ارزشگذاری_ناعادلانه",sensitive,fa,phate,1
(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397,safe,en,hate_speech_offensive,0
You're black? Your name looks Hungarian. You marry a Hunky? @JulieSczesny @ChrisLoesch,safe,en,hate_speech_offensive,0
@daniellesayswha hoe,sensitive,en,hate_speech_offensive,1
سلامت ازادی و شادابیتون رو ارزومندم,safe,fa,phicad,0
@heavensenttynae nd you kno how much I love clams lol,safe,en,hate_speech_offensive,0
"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",sensitive,en,hate_speech_offensive,1
#California is full of white trash,hateful,en,hate_speech_offensive,2
"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",hateful,en,hate_speech_offensive,2
"&#8220;@FriendlyAssh0le: You fat bitches needa stop biting your lips when you take pictures. Y'all look hungry, not sexy.&#8221;&#128514;&#128514;&#128588;",sensitive,en,hate_speech_offensive,1
تنها پرسپلیسی که عشق منه استقلالیه دوستدارم هموطن با غیرت 😍 ❤️ ❣️,safe,fa,phicad,0
خیلی لذت بردیم 🤩 🥰 😀 🤗,safe,fa,phicad,0
کصشرای الکی، از انقلاب تا هفت تیر نه یک مامور بود نه یک معترض. ساعت ۱۱ تا ۱۲ ظهر https://t.co/PAbeIqQe26,sensitive,fa,phate,1
من راستش چندان پایبند جنسیت‌مون نیستم. اما بنا بر سکسوالیته رو با رنگ و بوی فوکو پرداختهٔ بورژوازی هم نمی‌دونم، چه برسه به ساختن. گرچه گنگه چیزی که میگی و روشنم کن؛ دوآلیته‌اش آشفته‌کننده است؟ اگر آره که کیرت توش. من یه مسیحی ارتدوکس نیستم :)),sensitive,fa,phate,1
«نگار» اسم قشنگیه، که البته مرتضوی و جواهریان گند زدن بهش,sensitive,fa,phate,1
"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",safe,en,hate_speech_offensive,0
@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police,hateful,en,hate_speech_offensive,2
عالی بوددر این روزگار سخت تلاش کردن برای شادیه مردم کاری بسیار ستودنی است ممنون از زحماتتون 🙏🏻,safe,fa,phicad,0
